W22 G0 (d) — every GPU-tier row that moved when the resting sweep was gated

before = the canonical matrix at the 0.10.0 landing (the W21 bed); after = this gate's
scratch matrix, the same profile documents and the same bed, the sweep gone. Only the
cells the gate recaptured appear: the four standard profiles, GPU tier, calibration and
validation. The holdout is not read at this gate (X5).

profile                                scene                                        row                        before      after      delta
apple-macos-26.5-2x-light-standard     dark-solid__rrect-md__rest                   rimFwhmWeb               1.428498   1.433699  +0.005202
apple-macos-26.5-2x-light-standard     dark-solid__rrect-md__rest                   ssimMean                 0.972000   0.972025  +0.000025
apple-macos-26.5-2x-light-standard     dark-solid__rrect-md__rest                   oklabDeltaEMean          0.008793   0.008110  -0.000683
apple-macos-26.5-2x-light-standard     dark-solid__rrect-md__rest                   interiorMeanWeb          0.503255   0.497488  -0.005768
apple-macos-26.5-2x-light-standard     dark-solid__rrect-md__rest                   rimPeakLuminanceWeb      0.152584   0.051313  -0.101271
apple-macos-26.5-2x-light-standard     dark-solid__rrect-md__rest                   rimFwhmWeb               2.230051   2.834181  +0.604131
apple-macos-26.5-2x-light-standard     dark-solid__rrect-md__rest                   ssimMean                 0.998606   0.998351  -0.000255
apple-macos-26.5-2x-light-standard     dark-solid__rrect-md__rest                   oklabDeltaEMean          0.003007   0.003056  +0.000049
apple-macos-26.5-2x-light-standard     dark-solid__rrect-md__rest                   interiorMeanWeb          0.498672   0.496206  -0.002466
apple-macos-26.5-2x-light-standard     hc-text__capsule-button__rest                rimPeakLuminanceWeb      0.178758   0.175967  -0.002791
apple-macos-26.5-2x-light-standard     hc-text__capsule-button__rest                rimFwhmWeb               7.113499   7.060594  -0.052905
apple-macos-26.5-2x-light-standard     hc-text__capsule-button__rest                ssimMean                 0.975943   0.976208  +0.000265
apple-macos-26.5-2x-light-standard     hc-text__capsule-button__rest                oklabDeltaEMean          0.005412   0.005264  -0.000147
apple-macos-26.5-2x-light-standard     hc-text__capsule-button__rest                interiorMeanWeb          0.773751   0.768627  -0.005124
apple-macos-26.5-2x-light-standard     hc-text__capsule-button__rest                rimPeakLuminanceWeb      0.140053   0.128660  -0.011393
apple-macos-26.5-2x-light-standard     hc-text__capsule-button__rest                rimPeakDistanceWeb       1.000000   6.000000  +5.000000
apple-macos-26.5-2x-light-standard     hc-text__capsule-button__rest                rimFwhmWeb               0.746267   5.062314  +4.316047
apple-macos-26.5-2x-light-standard     hc-text__capsule-button__rest                ssimMean                 0.995199   0.994348  -0.000850
apple-macos-26.5-2x-light-standard     hc-text__capsule-button__rest                oklabDeltaEMean          0.003330   0.003334  +0.000004
apple-macos-26.5-2x-light-standard     hc-text__capsule-button__rest                interiorMeanWeb          0.753744   0.749546  -0.004198
apple-macos-26.5-2x-light-standard     hc-text__capsule-button__rest-tint-orange    rimPeakLuminanceWeb      0.063408   0.063342  -0.000066
apple-macos-26.5-2x-light-standard     hc-text__capsule-button__rest-tint-orange    rimFwhmWeb               2.940532   2.941677  +0.001145
apple-macos-26.5-2x-light-standard     hc-text__capsule-button__rest-tint-orange    ssimMean                 0.985192   0.985190  -0.000002
apple-macos-26.5-2x-light-standard     hc-text__capsule-button__rest-tint-orange    oklabDeltaEMean          0.003907   0.003907  +0.000000
apple-macos-26.5-2x-light-standard     hc-text__capsule-button__rest-tint-orange    interiorMeanWeb          0.401006   0.401004  -0.000002
apple-macos-26.5-2x-light-standard     hc-text__capsule-button__rest-tint-orange    rimPeakLuminanceWeb      0.185852   0.099260  -0.086591
apple-macos-26.5-2x-light-standard     hc-text__capsule-button__rest-tint-orange    rimFwhmWeb               1.376345   1.149867  -0.226477
apple-macos-26.5-2x-light-standard     hc-text__capsule-button__rest-tint-orange    ssimMean                 0.998323   0.998031  -0.000291
apple-macos-26.5-2x-light-standard     hc-text__capsule-button__rest-tint-orange    oklabDeltaEMean          0.001578   0.001567  -0.000012
apple-macos-26.5-2x-light-standard     hc-text__capsule-button__rest-tint-orange    interiorMeanWeb          0.390107   0.386014  -0.004093
apple-macos-26.5-2x-light-standard     hc-text__rrect-md__rest                      rimPeakLuminanceWeb      0.127789   0.128162  +0.000373
apple-macos-26.5-2x-light-standard     hc-text__rrect-md__rest                      rimFwhmWeb               8.110450   8.114470  +0.004019
apple-macos-26.5-2x-light-standard     hc-text__rrect-md__rest                      ssimMean                 0.946883   0.947027  +0.000143
apple-macos-26.5-2x-light-standard     hc-text__rrect-md__rest                      oklabDeltaEMean          0.014873   0.014833  -0.000040
apple-macos-26.5-2x-light-standard     hc-text__rrect-md__rest                      interiorMeanWeb          0.763370   0.762383  -0.000987
apple-macos-26.5-2x-light-standard     hc-text__rrect-md__rest                      rimPeakLuminanceWeb      0.139778   0.102922  -0.036856
apple-macos-26.5-2x-light-standard     hc-text__rrect-md__rest                      rimFwhmWeb               2.560536   2.312783  -0.247753
apple-macos-26.5-2x-light-standard     hc-text__rrect-md__rest                      ssimMean                 0.987016   0.987630  +0.000614
apple-macos-26.5-2x-light-standard     hc-text__rrect-md__rest                      oklabDeltaEMean          0.003679   0.003645  -0.000035
apple-macos-26.5-2x-light-standard     hc-text__rrect-md__rest                      interiorMeanWeb          0.756944   0.755715  -0.001230
apple-macos-26.5-2x-light-standard     impulse__rrect-md__rest                      ssimMean                 0.970776   0.970777  +0.000002
apple-macos-26.5-2x-light-standard     impulse__rrect-md__rest                      oklabDeltaEMean          0.011963   0.011961  -0.000002
apple-macos-26.5-2x-light-standard     impulse__rrect-md__rest                      interiorMeanWeb          0.469487   0.469470  -0.000017
apple-macos-26.5-2x-light-standard     impulse__rrect-md__rest                      rimPeakLuminanceWeb      0.149939   0.050630  -0.099309
apple-macos-26.5-2x-light-standard     impulse__rrect-md__rest                      rimFwhmWeb               2.240312   2.882491  +0.642178
apple-macos-26.5-2x-light-standard     impulse__rrect-md__rest                      ssimMean                 0.998452   0.998072  -0.000380
apple-macos-26.5-2x-light-standard     impulse__rrect-md__rest                      oklabDeltaEMean          0.004628   0.004686  +0.000059
apple-macos-26.5-2x-light-standard     impulse__rrect-md__rest                      interiorMeanWeb          0.467196   0.464779  -0.002417
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest            rimPeakLuminanceWeb      0.000981   0.004944  +0.003963
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest            rimFwhmWeb               0.526070   1.454681  +0.928610
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest            ssimMean                 0.992989   0.993039  +0.000049
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest            oklabDeltaEMean          0.000799   0.000606  -0.000193
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest            interiorMeanWeb          0.974184   0.966776  -0.007408
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest            rimPeakLuminanceWeb      0.033208   0.033021  -0.000186
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest            rimFwhmWeb               2.887064   2.752299  -0.134765
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest            ssimMean                 0.998978   0.999032  +0.000054
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest            oklabDeltaEMean          0.000479   0.000477  -0.000002
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest            interiorMeanWeb          0.971954   0.971823  -0.000131
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest-tint-orange rimPeakLuminanceWeb      0.063339   0.063298  -0.000041
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest-tint-orange rimFwhmWeb               2.878516   2.879262  +0.000746
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest-tint-orange ssimMean                 0.987662   0.987655  -0.000006
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest-tint-orange oklabDeltaEMean          0.001885   0.001885  +0.000000
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest-tint-orange interiorMeanWeb          0.431254   0.431253  -0.000001
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest-tint-orange rimPeakLuminanceWeb      0.186156   0.106611  -0.079545
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest-tint-orange rimFwhmWeb               1.470272   1.383355  -0.086917
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest-tint-orange ssimMean                 0.998309   0.998483  +0.000174
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest-tint-orange oklabDeltaEMean          0.000777   0.000756  -0.000020
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest-tint-orange interiorMeanWeb          0.434926   0.431315  -0.003611
apple-macos-26.5-2x-light-standard     light-solid__rrect-md__rest                  rimPeakLuminanceWeb      0.006346   0.006400  +0.000054
apple-macos-26.5-2x-light-standard     light-solid__rrect-md__rest                  rimFwhmWeb               1.456160   1.459745  +0.003586
apple-macos-26.5-2x-light-standard     light-solid__rrect-md__rest                  ssimMean                 0.986458   0.986468  +0.000010
apple-macos-26.5-2x-light-standard     light-solid__rrect-md__rest                  oklabDeltaEMean          0.001742   0.001636  -0.000106
apple-macos-26.5-2x-light-standard     light-solid__rrect-md__rest                  interiorMeanWeb          0.933405   0.932782  -0.000623
apple-macos-26.5-2x-light-standard     light-solid__rrect-md__rest                  rimPeakLuminanceWeb      0.068712   0.067327  -0.001385
apple-macos-26.5-2x-light-standard     light-solid__rrect-md__rest                  rimFwhmWeb               2.745210   2.309791  -0.435420
apple-macos-26.5-2x-light-standard     light-solid__rrect-md__rest                  ssimMean                 0.998295   0.998452  +0.000158
apple-macos-26.5-2x-light-standard     light-solid__rrect-md__rest                  oklabDeltaEMean          0.001350   0.001344  -0.000005
apple-macos-26.5-2x-light-standard     light-solid__rrect-md__rest                  interiorMeanWeb          0.932393   0.932114  -0.000279
apple-macos-26.5-2x-light-standard     light-solid__rrect-ml__rest                  rimPeakLuminanceWeb      0.005993   0.006034  +0.000041
apple-macos-26.5-2x-light-standard     light-solid__rrect-ml__rest                  rimFwhmWeb               1.431248   1.433648  +0.002400
apple-macos-26.5-2x-light-standard     light-solid__rrect-ml__rest                  ssimMean                 0.980387   0.980400  +0.000014
apple-macos-26.5-2x-light-standard     light-solid__rrect-ml__rest                  oklabDeltaEMean          0.003910   0.003340  -0.000570
apple-macos-26.5-2x-light-standard     light-solid__rrect-ml__rest                  interiorMeanWeb          0.933315   0.932691  -0.000625
apple-macos-26.5-2x-light-standard     light-solid__rrect-ml__rest                  rimPeakLuminanceWeb      0.062846   0.061390  -0.001455
apple-macos-26.5-2x-light-standard     light-solid__rrect-ml__rest                  rimFwhmWeb               2.866587   2.482115  -0.384473
apple-macos-26.5-2x-light-standard     light-solid__rrect-ml__rest                  ssimMean                 0.997863   0.998106  +0.000243
apple-macos-26.5-2x-light-standard     light-solid__rrect-ml__rest                  oklabDeltaEMean          0.002130   0.002122  -0.000009
apple-macos-26.5-2x-light-standard     light-solid__rrect-ml__rest                  interiorMeanWeb          0.932194   0.932003  -0.000192
apple-macos-26.5-2x-light-standard     mid-dark-solid__capsule-button__rest         rimPeakLuminanceWeb      0.049432   0.051481  +0.002049
apple-macos-26.5-2x-light-standard     mid-dark-solid__capsule-button__rest         rimFwhmWeb               1.421412   1.427861  +0.006449
apple-macos-26.5-2x-light-standard     mid-dark-solid__capsule-button__rest         ssimMean                 0.982301   0.982326  +0.000025
apple-macos-26.5-2x-light-standard     mid-dark-solid__capsule-button__rest         oklabDeltaEMean          0.004125   0.003912  -0.000213
apple-macos-26.5-2x-light-standard     mid-dark-solid__capsule-button__rest         interiorMeanWeb          0.473529   0.468215  -0.005314
apple-macos-26.5-2x-light-standard     mid-dark-solid__capsule-button__rest         rimPeakLuminanceWeb      0.167797   0.071688  -0.096109
apple-macos-26.5-2x-light-standard     mid-dark-solid__capsule-button__rest         rimFwhmWeb               1.755115   2.002947  +0.247832
apple-macos-26.5-2x-light-standard     mid-dark-solid__capsule-button__rest         ssimMean                 0.998282   0.998020  -0.000262
apple-macos-26.5-2x-light-standard     mid-dark-solid__capsule-button__rest         oklabDeltaEMean          0.001084   0.001121  +0.000037
apple-macos-26.5-2x-light-standard     mid-dark-solid__capsule-button__rest         interiorMeanWeb          0.464163   0.459795  -0.004367
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest                  rimPeakLuminanceWeb      0.042559   0.043096  +0.000537
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest                  rimFwhmWeb               1.445400   1.448073  +0.002673
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest                  ssimMean                 0.983753   0.983758  +0.000006
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest                  oklabDeltaEMean          0.003995   0.003893  -0.000102
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest                  interiorMeanWeb          0.619745   0.616083  -0.003662
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest                  rimPeakLuminanceWeb      0.158408   0.070114  -0.088294
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest                  rimFwhmWeb               1.702637   1.754571  +0.051934
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest                  ssimMean                 0.998401   0.998512  +0.000111
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest                  oklabDeltaEMean          0.002382   0.002349  -0.000033
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest                  interiorMeanWeb          0.617946   0.613878  -0.004068
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-blue        rimPeakLuminanceWeb      0.069961   0.069935  -0.000026
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-blue        rimFwhmWeb               2.925683   2.926091  +0.000407
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-blue        ssimMean                 0.985128   0.985128  +0.000001
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-blue        oklabDeltaEMean          0.002965   0.002965  -0.000000
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-blue        interiorMeanWeb          0.201416   0.201415  -0.000001
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-blue        rimPeakLuminanceWeb      0.203464   0.107414  -0.096050
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-blue        rimFwhmWeb               1.582542   1.547303  -0.035240
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-blue        ssimMean                 0.996838   0.996082  -0.000756
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-blue        oklabDeltaEMean          0.001123   0.001175  +0.000052
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-blue        interiorMeanWeb          0.205695   0.201323  -0.004372
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange      rimPeakLuminanceWeb      0.063459   0.063422  -0.000038
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange      rimFwhmWeb               2.991221   2.991838  +0.000617
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange      ssimMean                 0.984427   0.984430  +0.000003
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange      oklabDeltaEMean          0.002788   0.002788  -0.000000
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange      interiorMeanWeb          0.359433   0.359431  -0.000001
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange      rimPeakLuminanceWeb      0.178975   0.092776  -0.086200
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange      rimFwhmWeb               1.679284   1.622280  -0.057004
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange      ssimMean                 0.997862   0.997815  -0.000047
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange      oklabDeltaEMean          0.001069   0.001041  -0.000029
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange      interiorMeanWeb          0.361433   0.357380  -0.004053
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange-half rimPeakLuminanceWeb      0.058458   0.058914  +0.000456
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange-half rimFwhmWeb               2.944171   2.948132  +0.003961
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange-half ssimMean                 0.983795   0.983799  +0.000004
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange-half oklabDeltaEMean          0.003258   0.003205  -0.000053
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange-half interiorMeanWeb          0.458289   0.456752  -0.001537
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange-half rimPeakLuminanceWeb      0.174154   0.084258  -0.089896
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange-half rimFwhmWeb               1.661372   1.639305  -0.022068
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange-half ssimMean                 0.998015   0.997902  -0.000113
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange-half oklabDeltaEMean          0.001691   0.001671  -0.000020
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange-half interiorMeanWeb          0.460033   0.455862  -0.004171
apple-macos-26.5-2x-light-standard     photo__glass-over-glass__rest                rimPeakLuminanceWeb      0.049362   0.049513  +0.000151
apple-macos-26.5-2x-light-standard     photo__glass-over-glass__rest                rimFwhmWeb               1.464163   1.462276  -0.001887
apple-macos-26.5-2x-light-standard     photo__glass-over-glass__rest                ssimMean                 0.949731   0.949836  +0.000104
apple-macos-26.5-2x-light-standard     photo__glass-over-glass__rest                oklabDeltaEMean          0.021640   0.019869  -0.001771
apple-macos-26.5-2x-light-standard     photo__glass-over-glass__rest                interiorMeanWeb          0.673856   0.688549  +0.014693
apple-macos-26.5-2x-light-standard     photo__glass-over-glass__rest                rimPeakLuminanceWeb      0.174751   0.085772  -0.088979
apple-macos-26.5-2x-light-standard     photo__glass-over-glass__rest                rimFwhmWeb               2.279371   2.764604  +0.485233
apple-macos-26.5-2x-light-standard     photo__glass-over-glass__rest                ssimMean                 0.996009   0.996279  +0.000270
apple-macos-26.5-2x-light-standard     photo__glass-over-glass__rest                oklabDeltaEMean          0.021816   0.021836  +0.000020
apple-macos-26.5-2x-light-standard     photo__glass-over-glass__rest                interiorMeanWeb          0.686626   0.684357  -0.002269
apple-macos-26.5-2x-light-standard     photo__rrect-lg__rest                        rimPeakLuminanceWeb      0.038027   0.038266  +0.000239
apple-macos-26.5-2x-light-standard     photo__rrect-lg__rest                        rimFwhmWeb               1.399135   1.401142  +0.002007
apple-macos-26.5-2x-light-standard     photo__rrect-lg__rest                        ssimMean                 0.952027   0.952022  -0.000005
apple-macos-26.5-2x-light-standard     photo__rrect-lg__rest                        oklabDeltaEMean          0.028523   0.028688  +0.000165
apple-macos-26.5-2x-light-standard     photo__rrect-lg__rest                        interiorMeanWeb          0.655405   0.654386  -0.001019
apple-macos-26.5-2x-light-standard     photo__rrect-lg__rest                        rimPeakLuminanceWeb      0.131944   0.047072  -0.084872
apple-macos-26.5-2x-light-standard     photo__rrect-lg__rest                        rimPeakDistanceWeb       1.000000   2.000000  +1.000000
apple-macos-26.5-2x-light-standard     photo__rrect-lg__rest                        rimFwhmWeb               2.567193   1.597752  -0.969442
apple-macos-26.5-2x-light-standard     photo__rrect-lg__rest                        ssimMean                 0.995525   0.996109  +0.000584
apple-macos-26.5-2x-light-standard     photo__rrect-lg__rest                        oklabDeltaEMean          0.035887   0.035836  -0.000051
apple-macos-26.5-2x-light-standard     photo__rrect-lg__rest                        interiorMeanWeb          0.662308   0.661016  -0.001292
apple-macos-26.5-2x-light-standard     photo__rrect-lg__rest-tint-orange            rimPeakLuminanceWeb      0.068818   0.068814  -0.000004
apple-macos-26.5-2x-light-standard     photo__rrect-lg__rest-tint-orange            rimFwhmWeb               2.958363   2.958427  +0.000064
apple-macos-26.5-2x-light-standard     photo__rrect-lg__rest-tint-orange            ssimMean                 0.954322   0.954324  +0.000001
apple-macos-26.5-2x-light-standard     photo__rrect-lg__rest-tint-orange            oklabDeltaEMean          0.015119   0.015118  -0.000000
apple-macos-26.5-2x-light-standard     photo__rrect-lg__rest-tint-orange            interiorMeanWeb          0.363112   0.363111  -0.000000
apple-macos-26.5-2x-light-standard     photo__rrect-lg__rest-tint-orange            rimPeakLuminanceWeb      0.176310   0.079818  -0.096492
apple-macos-26.5-2x-light-standard     photo__rrect-lg__rest-tint-orange            rimFwhmWeb               2.053460   2.293474  +0.240014
apple-macos-26.5-2x-light-standard     photo__rrect-lg__rest-tint-orange            ssimMean                 0.994739   0.995635  +0.000896
apple-macos-26.5-2x-light-standard     photo__rrect-lg__rest-tint-orange            oklabDeltaEMean          0.008273   0.008177  -0.000097
apple-macos-26.5-2x-light-standard     photo__rrect-lg__rest-tint-orange            interiorMeanWeb          0.366271   0.364835  -0.001436
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest                        rimPeakLuminanceWeb      0.042807   0.042923  +0.000116
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest                        rimFwhmWeb               1.409839   1.410444  +0.000605
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest                        ssimMean                 0.973869   0.973880  +0.000011
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest                        oklabDeltaEMean          0.010366   0.010390  +0.000024
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest                        interiorMeanWeb          0.654958   0.653287  -0.001671
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest                        rimPeakLuminanceWeb      0.143243   0.056892  -0.086351
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest                        rimFwhmWeb               2.266784   2.719218  +0.452434
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest                        ssimMean                 0.998034   0.998361  +0.000328
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest                        oklabDeltaEMean          0.011726   0.011679  -0.000047
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest                        interiorMeanWeb          0.660295   0.658146  -0.002149
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest-tint-orange            rimPeakLuminanceWeb      0.070076   0.070062  -0.000014
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest-tint-orange            rimFwhmWeb               2.981730   2.981938  +0.000208
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest-tint-orange            ssimMean                 0.975176   0.975177  +0.000001
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest-tint-orange            oklabDeltaEMean          0.005806   0.005806  -0.000000
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest-tint-orange            interiorMeanWeb          0.364062   0.364061  -0.000000
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest-tint-orange            rimPeakLuminanceWeb      0.185354   0.088223  -0.097131
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest-tint-orange            rimFwhmWeb               1.890154   1.968064  +0.077910
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest-tint-orange            ssimMean                 0.997070   0.997518  +0.000447
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest-tint-orange            oklabDeltaEMean          0.002819   0.002754  -0.000065
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest-tint-orange            interiorMeanWeb          0.367132   0.364718  -0.002414
apple-macos-26.5-2x-light-standard     photo__rrect-ml__rest                        rimPeakLuminanceWeb      0.044273   0.044452  +0.000179
apple-macos-26.5-2x-light-standard     photo__rrect-ml__rest                        rimFwhmWeb               1.436045   1.436365  +0.000320
apple-macos-26.5-2x-light-standard     photo__rrect-ml__rest                        ssimMean                 0.962834   0.962825  -0.000009
apple-macos-26.5-2x-light-standard     photo__rrect-ml__rest                        oklabDeltaEMean          0.019237   0.019289  +0.000052
apple-macos-26.5-2x-light-standard     photo__rrect-ml__rest                        interiorMeanWeb          0.656159   0.654877  -0.001281
apple-macos-26.5-2x-light-standard     photo__rrect-ml__rest                        rimPeakLuminanceWeb      0.157294   0.069235  -0.088058
apple-macos-26.5-2x-light-standard     photo__rrect-ml__rest                        rimFwhmWeb               2.514717   3.127579  +0.612863
apple-macos-26.5-2x-light-standard     photo__rrect-ml__rest                        ssimMean                 0.996554   0.996822  +0.000268
apple-macos-26.5-2x-light-standard     photo__rrect-ml__rest                        oklabDeltaEMean          0.023117   0.023086  -0.000031
apple-macos-26.5-2x-light-standard     photo__rrect-ml__rest                        interiorMeanWeb          0.661065   0.659436  -0.001629
apple-macos-26.5-2x-light-standard     photo__rrect-sm__rest                        rimPeakLuminanceWeb      0.058148   0.058577  +0.000429
apple-macos-26.5-2x-light-standard     photo__rrect-sm__rest                        rimFwhmWeb               1.509766   1.510979  +0.001213
apple-macos-26.5-2x-light-standard     photo__rrect-sm__rest                        ssimMean                 0.990274   0.990280  +0.000006
apple-macos-26.5-2x-light-standard     photo__rrect-sm__rest                        oklabDeltaEMean          0.002523   0.002459  -0.000064
apple-macos-26.5-2x-light-standard     photo__rrect-sm__rest                        interiorMeanWeb          0.602916   0.598074  -0.004842
apple-macos-26.5-2x-light-standard     photo__rrect-sm__rest                        rimPeakLuminanceWeb      0.164790   0.068858  -0.095932
apple-macos-26.5-2x-light-standard     photo__rrect-sm__rest                        rimFwhmWeb               1.856899   2.075109  +0.218210
apple-macos-26.5-2x-light-standard     photo__rrect-sm__rest                        ssimMean                 0.999347   0.999340  -0.000007
apple-macos-26.5-2x-light-standard     photo__rrect-sm__rest                        oklabDeltaEMean          0.001079   0.001049  -0.000030
apple-macos-26.5-2x-light-standard     photo__rrect-sm__rest                        interiorMeanWeb          0.598284   0.591815  -0.006468
apple-macos-26.5-2x-light-standard     photo__toolbar-group__rest                   rimPeakLuminanceWeb      0.004219   0.004650  +0.000431
apple-macos-26.5-2x-light-standard     photo__toolbar-group__rest                   rimFwhmWeb               0.334194   0.372591  +0.038396
apple-macos-26.5-2x-light-standard     photo__toolbar-group__rest                   ssimMean                 0.974483   0.974485  +0.000002
apple-macos-26.5-2x-light-standard     photo__toolbar-group__rest                   oklabDeltaEMean          0.004879   0.004820  -0.000059
apple-macos-26.5-2x-light-standard     photo__toolbar-group__rest                   interiorMeanWeb          0.633052   0.629573  -0.003479
apple-macos-26.5-2x-light-standard     photo__toolbar-group__rest                   rimPeakLuminanceWeb      0.079864   0.025937  -0.053927
apple-macos-26.5-2x-light-standard     photo__toolbar-group__rest                   rimPeakDistanceWeb       1.000000   2.000000  +1.000000
apple-macos-26.5-2x-light-standard     photo__toolbar-group__rest                   rimFwhmWeb               2.444444   1.431684  -1.012761
apple-macos-26.5-2x-light-standard     photo__toolbar-group__rest                   ssimMean                 0.998676   0.998576  -0.000100
apple-macos-26.5-2x-light-standard     photo__toolbar-group__rest                   oklabDeltaEMean          0.002683   0.002675  -0.000008
apple-macos-26.5-2x-light-standard     photo__toolbar-group__rest                   interiorMeanWeb          0.641705   0.637095  -0.004610

891 row(s) moved, 451 unmoved, over 229 recaptured cells x 6 rows.
  interiorMeanWeb: 177
  oklabDeltaEMean: 179
  rimFwhmWeb: 171
  rimPeakDistanceWeb: 13
  rimPeakLuminanceWeb: 172
  ssimMean: 179

== the calibration and validation OKLab dE mean per profile, before -> after
profile                                set           cells     before      after      delta
apple-macos-26.5-1x-dark-standard      calibration      18    0.00546    0.00543   -0.00003
apple-macos-26.5-1x-dark-standard      holdout           6    0.01806    0.01529   -0.00277
apple-macos-26.5-1x-dark-standard      validation        2    0.00326    0.00326   +0.00000
apple-macos-26.5-1x-light-increased-contrast calibration      12    0.01046    0.01046   +0.00001
apple-macos-26.5-1x-light-increased-contrast holdout           3    0.02872    0.02880   +0.00007
apple-macos-26.5-1x-light-increased-contrast validation        2    0.01195    0.01197   +0.00001
apple-macos-26.5-1x-light-reduced-transparency calibration      10    0.00309    0.00307   -0.00002
apple-macos-26.5-1x-light-reduced-transparency holdout           4    0.00550    0.00547   -0.00003
apple-macos-26.5-1x-light-reduced-transparency validation        2    0.00290    0.00293   +0.00003
